"transaction_id","timestamp","amount","sender_vpa","receiver_vpa","sender_bank","receiver_bank","status","failure_reason","failure_type","error_code","retry_count","metadata"
"TXN000502","2025-08-03T14:07:25.904461","49313.63","user5756@mobikwik","merchant726@amazonpay","AXIS","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000503","2025-08-01T14:07:25.904461","39051.02","user1459@mobikwik","merchant921@phonepe","HDFC","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000504","2025-07-20T14:07:25.904461","24900.47","user2249@paytm","merchant631@mobikwik","KOTAK","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000505","2025-07-19T14:07:25.904461","11933.74","user3703@gpay","merchant387@amazonpay","PNB","HDFC","FAILED","Invalid VPA provided","incorrect_details","E002","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000506","2025-07-18T14:07:25.904461","19646.59","user3293@paytm","merchant492@mobikwik","KOTAK","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000507","2025-07-28T14:07:25.904461","26327.32","user7286@amazonpay","merchant406@amazonpay","SBI","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000508","2025-08-08T14:07:25.904461","47916.77","user9616@paytm","merchant225@gpay","SBI","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000509","2025-07-14T14:07:25.904461","4807.11","user5622@mobikwik","merchant270@paytm","SBI","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000510","2025-07-22T14:07:25.904461","11810.69","user3776@amazonpay","merchant293@amazonpay","SBI","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000511","2025-07-18T14:07:25.904461","42992.09","user5456@paytm","merchant622@phonepe","BOB","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000512","2025-08-05T14:07:25.904461","13328.47","user6972@mobikwik","merchant607@phonepe","PNB","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000513","2025-07-15T14:07:25.904461","22992.98","user3896@phonepe","merchant800@gpay","HDFC","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000514","2025-08-08T14:07:25.904461","15499.33","user6270@mobikwik","merchant314@paytm","PNB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000515","2025-07-31T14:07:25.904461","27505.92","user9936@mobikwik","merchant828@phonepe","KOTAK","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000516","2025-07-22T14:07:25.904461","31372.21","user2406@amazonpay","merchant928@mobikwik","SBI","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000517","2025-07-24T14:07:25.904461","7130.35","user3776@mobikwik","merchant599@phonepe","AXIS","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000518","2025-07-28T14:07:25.904461","35715.3","user7200@mobikwik","merchant557@gpay","BOB","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000519","2025-07-11T14:07:25.904461","25866.0","user5382@mobikwik","merchant960@amazonpay","CANARA","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000520","2025-08-04T14:07:25.904461","8240.09","user1675@mobikwik","merchant326@phonepe","AXIS","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000521","2025-07-23T14:07:25.904461","22232.63","user7979@paytm","merchant267@phonepe","PNB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000522","2025-08-04T14:07:25.904461","38466.52","user6886@amazonpay","merchant252@paytm","PNB","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000523","2025-07-19T14:07:25.904461","3013.73","user9571@paytm","merchant721@paytm","CANARA","KOTAK","FAILED","UPI PIN verification failed","authentication_failed","E008","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000524","2025-08-09T14:07:25.904461","11186.98","user4565@gpay","merchant587@paytm","CANARA","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000525","2025-07-27T14:07:25.904461","18353.54","user7076@amazonpay","merchant101@paytm","BOB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000526","2025-08-07T14:07:25.904461","9230.88","user7129@gpay","merchant283@amazonpay","SBI","ICICI","FAILED","VPA does not exist","invalid_vpa","E006","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000527","2025-07-11T14:07:25.904461","5143.45","user7957@mobikwik","merchant911@paytm","BOB","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000528","2025-07-24T14:07:25.904461","11094.64","user4045@phonepe","merchant837@mobikwik","CANARA","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000529","2025-07-11T14:07:25.904461","11653.1","user6338@mobikwik","merchant343@phonepe","PNB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000530","2025-08-09T14:07:25.904461","33170.34","user8399@amazonpay","merchant452@paytm","BOB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000531","2025-08-06T14:07:25.904461","41441.36","user8235@paytm","merchant183@amazonpay","SBI","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000532","2025-08-07T14:07:25.904461","9245.75","user8458@phonepe","merchant157@phonepe","AXIS","BOB","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000533","2025-08-08T14:07:25.904461","46662.24","user9649@amazonpay","merchant549@paytm","ICICI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000534","2025-07-25T14:07:25.904461","12920.79","user7788@mobikwik","merchant508@gpay","KOTAK","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000535","2025-07-17T14:07:25.904461","35145.44","user4738@mobikwik","merchant257@gpay","AXIS","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000536","2025-07-10T14:07:25.904461","25158.05","user1536@amazonpay","merchant835@paytm","SBI","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000537","2025-07-28T14:07:25.904461","6120.44","user7962@phonepe","merchant643@phonepe","ICICI","HDFC","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000538","2025-08-09T14:07:25.904461","15880.71","user7506@paytm","merchant143@amazonpay","ICICI","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000539","2025-07-15T14:07:25.904461","19395.22","user8155@gpay","merchant535@paytm","PNB","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000540","2025-08-05T14:07:25.904461","25878.48","user7086@phonepe","merchant831@gpay","SBI","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000541","2025-07-21T14:07:25.904461","8788.28","user6007@mobikwik","merchant396@paytm","AXIS","CANARA","FAILED","Invalid VPA provided","incorrect_details","E002","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000542","2025-07-20T14:07:25.904461","8877.63","user8308@phonepe","merchant189@mobikwik","HDFC","SBI","FAILED","Insufficient balance in account","insufficient_funds","E001","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000543","2025-07-16T14:07:25.904461","41405.18","user9290@phonepe","merchant340@amazonpay","PNB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000544","2025-07-26T14:07:25.904461","41029.84","user4960@phonepe","merchant514@amazonpay","SBI","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000545","2025-07-15T14:07:25.905461","23181.03","user1469@phonepe","merchant244@amazonpay","SBI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000546","2025-07-18T14:07:25.905461","15038.46","user9513@phonepe","merchant305@mobikwik","ICICI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000547","2025-07-29T14:07:25.905461","7033.96","user1224@mobikwik","merchant870@gpay","AXIS","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000548","2025-08-05T14:07:25.905461","14864.94","user8569@gpay","merchant807@mobikwik","ICICI","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000549","2025-07-30T14:07:25.905461","16451.37","user4223@amazonpay","merchant687@gpay","PNB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000550","2025-08-07T14:07:25.905461","44981.07","user6686@phonepe","merchant474@paytm","HDFC","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000551","2025-07-22T14:07:25.905461","20923.15","user5216@mobikwik","merchant842@paytm","SBI","SBI","FAILED","Transaction timeout","timeout","E007","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000552","2025-08-09T14:07:25.905461","41480.72","user9383@paytm","merchant110@amazonpay","HDFC","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000553","2025-07-11T14:07:25.905461","44192.66","user7233@mobikwik","merchant797@amazonpay","BOB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000554","2025-07-24T14:07:25.905461","39540.59","user7035@phonepe","merchant766@amazonpay","CANARA","HDFC","FAILED","Bank server temporarily unavailable","bank_server_error","E004","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000555","2025-07-19T14:07:25.905461","31016.24","user8623@gpay","merchant230@paytm","KOTAK","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000556","2025-08-09T14:07:25.905461","41641.69","user8182@mobikwik","merchant155@amazonpay","ICICI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000557","2025-07-26T14:07:25.905461","41679.07","user6774@mobikwik","merchant748@paytm","ICICI","ICICI","FAILED","Transaction timeout","timeout","E007","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000558","2025-07-15T14:07:25.905461","2716.68","user2278@amazonpay","merchant123@paytm","ICICI","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000559","2025-08-06T14:07:25.905461","45789.96","user4152@phonepe","merchant436@gpay","AXIS","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000560","2025-08-02T14:07:25.905461","31021.25","user2830@amazonpay","merchant844@phonepe","PNB","HDFC","FAILED","Network timeout occurred","network_issue","E003","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000561","2025-08-04T14:07:25.905461","28426.02","user2045@phonepe","merchant431@mobikwik","BOB","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000562","2025-07-17T14:07:25.905461","26965.73","user8123@amazonpay","merchant897@mobikwik","KOTAK","SBI","FAILED","UPI PIN verification failed","authentication_failed","E008","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000563","2025-08-09T14:07:25.905461","34975.82","user3638@gpay","merchant620@amazonpay","HDFC","PNB","FAILED","Bank server temporarily unavailable","bank_server_error","E004","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000564","2025-07-13T14:07:25.905461","37370.91","user4844@gpay","merchant730@phonepe","CANARA","BOB","FAILED","Invalid VPA provided","incorrect_details","E002","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000565","2025-07-14T14:07:25.905461","41266.66","user6989@gpay","merchant536@paytm","BOB","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000566","2025-08-07T14:07:25.905461","528.36","user5168@paytm","merchant119@amazonpay","ICICI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000567","2025-08-08T14:07:25.905461","20079.86","user7568@amazonpay","merchant429@gpay","SBI","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000568","2025-07-28T14:07:25.905461","48782.15","user6291@amazonpay","merchant418@amazonpay","AXIS","PNB","FAILED","Bank server temporarily unavailable","bank_server_error","E004","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000569","2025-07-23T14:07:25.905461","28075.33","user5846@amazonpay","merchant876@mobikwik","HDFC","PNB","FAILED","UPI PIN verification failed","authentication_failed","E008","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000570","2025-07-31T14:07:25.905461","43193.06","user4813@phonepe","merchant601@mobikwik","HDFC","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000571","2025-07-24T14:07:25.905461","17331.92","user5099@mobikwik","merchant189@phonepe","PNB","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000572","2025-07-21T14:07:25.905461","42294.27","user3882@mobikwik","merchant950@paytm","ICICI","KOTAK","FAILED","Invalid VPA provided","incorrect_details","E002","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000573","2025-07-16T14:07:25.905461","23633.8","user1164@phonepe","merchant736@amazonpay","KOTAK","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000574","2025-07-24T14:07:25.905461","35201.63","user6233@mobikwik","merchant547@phonepe","HDFC","CANARA","FAILED","UPI PIN verification failed","authentication_failed","E008","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000575","2025-08-08T14:07:25.905461","49967.0","user9497@mobikwik","merchant107@amazonpay","CANARA","SBI","FAILED","UPI PIN verification failed","authentication_failed","E008","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000576","2025-08-06T14:07:25.905461","27714.62","user8768@gpay","merchant821@paytm","AXIS","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000577","2025-07-27T14:07:25.905461","45142.42","user6323@mobikwik","merchant720@gpay","KOTAK","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000578","2025-07-16T14:07:25.905461","45819.79","user2675@gpay","merchant364@phonepe","KOTAK","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000579","2025-07-27T14:07:25.905461","40486.39","user1170@amazonpay","merchant476@amazonpay","CANARA","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000580","2025-07-27T14:07:25.905461","19330.17","user7364@amazonpay","merchant696@phonepe","KOTAK","AXIS","FAILED","Transaction timeout","timeout","E007","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000581","2025-07-18T14:07:25.905461","15828.0","user7602@phonepe","merchant168@amazonpay","KOTAK","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000582","2025-07-14T14:07:25.905461","45377.31","user9103@mobikwik","merchant233@phonepe","CANARA","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000583","2025-08-04T14:07:25.905461","1439.46","user6514@paytm","merchant597@amazonpay","HDFC","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000584","2025-07-25T14:07:25.905461","1707.69","user8196@gpay","merchant776@phonepe","KOTAK","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000585","2025-07-12T14:07:25.905461","44024.67","user3463@amazonpay","merchant500@gpay","KOTAK","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000586","2025-07-18T14:07:25.905461","21651.9","user8617@mobikwik","merchant778@phonepe","KOTAK","AXIS","FAILED","VPA does not exist","invalid_vpa","E006","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000587","2025-07-30T14:07:25.905461","18882.43","user6456@paytm","merchant822@phonepe","AXIS","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000588","2025-07-15T14:07:25.905461","4440.25","user2635@amazonpay","merchant159@paytm","BOB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000589","2025-08-06T14:07:25.905461","35272.04","user2226@amazonpay","merchant157@gpay","HDFC","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000590","2025-08-04T14:07:25.905461","42518.89","user2701@gpay","merchant547@mobikwik","KOTAK","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000591","2025-08-07T14:07:25.905461","21636.26","user4560@amazonpay","merchant318@mobikwik","CANARA","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000592","2025-07-30T14:07:25.905461","44765.36","user5322@phonepe","merchant719@amazonpay","AXIS","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000593","2025-08-09T14:07:25.905461","19796.57","user6951@amazonpay","merchant204@gpay","AXIS","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000594","2025-07-23T14:07:25.905461","7282.91","user2120@amazonpay","merchant291@gpay","PNB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000595","2025-07-31T14:07:25.905461","35986.99","user4179@gpay","merchant428@phonepe","BOB","SBI","FAILED","UPI PIN verification failed","authentication_failed","E008","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000596","2025-08-05T14:07:25.905461","21556.14","user1638@amazonpay","merchant175@phonepe","AXIS","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000597","2025-07-23T14:07:25.905461","25976.63","user2507@phonepe","merchant116@mobikwik","KOTAK","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000598","2025-07-17T14:07:25.905461","7553.01","user7598@mobikwik","merchant498@mobikwik","AXIS","KOTAK","FAILED","Insufficient balance in account","insufficient_funds","E001","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000599","2025-07-15T14:07:25.905461","38362.56","user4278@paytm","merchant830@gpay","KOTAK","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000600","2025-07-24T14:07:25.905461","36740.93","user5404@phonepe","merchant496@phonepe","ICICI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000601","2025-08-02T14:07:25.905461","31243.44","user6756@phonepe","merchant206@phonepe","SBI","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000602","2025-08-02T14:07:25.905461","39377.82","user7071@mobikwik","merchant884@phonepe","BOB","KOTAK","FAILED","Invalid VPA provided","incorrect_details","E002","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000603","2025-07-13T14:07:25.905461","21725.39","user8017@paytm","merchant555@mobikwik","BOB","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000604","2025-08-06T14:07:25.905461","19808.41","user7165@gpay","merchant385@gpay","PNB","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000605","2025-08-02T14:07:25.905461","31049.16","user5464@phonepe","merchant599@paytm","CANARA","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000606","2025-08-06T14:07:25.905461","35531.83","user2235@mobikwik","merchant581@paytm","BOB","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000607","2025-07-29T14:07:25.905461","34004.11","user9849@gpay","merchant444@phonepe","PNB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000608","2025-08-06T14:07:25.905461","43703.6","user1913@paytm","merchant636@paytm","HDFC","CANARA","FAILED","Invalid VPA provided","incorrect_details","E002","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000609","2025-08-04T14:07:25.905461","24624.65","user6412@paytm","merchant305@phonepe","HDFC","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000610","2025-08-09T14:07:25.905461","2011.88","user6481@phonepe","merchant774@amazonpay","SBI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000611","2025-08-09T14:07:25.905461","7592.42","user4371@phonepe","merchant855@amazonpay","KOTAK","AXIS","FAILED","Invalid VPA provided","incorrect_details","E002","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000612","2025-08-02T14:07:25.905461","40851.84","user8331@amazonpay","merchant216@mobikwik","CANARA","SBI","FAILED","Invalid VPA provided","incorrect_details","E002","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000613","2025-08-02T14:07:25.905461","48248.01","user7221@amazonpay","merchant604@gpay","HDFC","BOB","FAILED","Invalid VPA provided","incorrect_details","E002","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000614","2025-08-03T14:07:25.905461","9751.47","user5496@paytm","merchant116@gpay","KOTAK","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000615","2025-07-30T14:07:25.905461","36778.32","user2390@gpay","merchant788@amazonpay","HDFC","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000616","2025-08-03T14:07:25.905461","23503.95","user1509@amazonpay","merchant238@amazonpay","BOB","AXIS","FAILED","Insufficient balance in account","insufficient_funds","E001","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000617","2025-07-24T14:07:25.905461","29572.55","user9287@paytm","merchant558@mobikwik","SBI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000618","2025-07-14T14:07:25.905461","35910.07","user7249@paytm","merchant832@phonepe","ICICI","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000619","2025-07-31T14:07:25.905461","13099.73","user6892@gpay","merchant117@gpay","ICICI","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000620","2025-07-25T14:07:25.905461","33581.31","user4477@amazonpay","merchant727@paytm","CANARA","ICICI","FAILED","Network timeout occurred","network_issue","E003","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000621","2025-08-06T14:07:25.905461","35636.99","user7297@phonepe","merchant106@paytm","CANARA","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000622","2025-08-09T14:07:25.905461","43348.48","user2257@mobikwik","merchant917@phonepe","CANARA","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000623","2025-07-30T14:07:25.905461","42984.55","user9029@phonepe","merchant431@amazonpay","PNB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000624","2025-07-30T14:07:25.905461","11796.43","user3204@phonepe","merchant831@paytm","CANARA","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000625","2025-07-19T14:07:25.905461","12709.19","user9283@mobikwik","merchant452@phonepe","AXIS","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000626","2025-08-03T14:07:25.905461","22315.12","user4559@phonepe","merchant220@phonepe","CANARA","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000627","2025-07-17T14:07:25.906476","248.57","user5917@phonepe","merchant750@paytm","PNB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000628","2025-07-14T14:07:25.906476","54.91","user8911@gpay","merchant575@mobikwik","BOB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000629","2025-07-20T14:07:25.906476","34301.26","user1290@mobikwik","merchant823@amazonpay","HDFC","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000630","2025-07-27T14:07:25.906476","21699.31","user6595@mobikwik","merchant813@gpay","BOB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000631","2025-08-05T14:07:25.906476","44601.6","user6601@gpay","merchant463@phonepe","PNB","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000632","2025-08-03T14:07:25.906476","14357.6","user5633@phonepe","merchant619@gpay","ICICI","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000633","2025-07-16T14:07:25.906476","2238.09","user5372@mobikwik","merchant325@gpay","AXIS","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000634","2025-07-10T14:07:25.906476","9379.42","user2493@gpay","merchant803@phonepe","CANARA","BOB","FAILED","Invalid VPA provided","incorrect_details","E002","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000635","2025-07-26T14:07:25.906476","39473.21","user4167@mobikwik","merchant626@mobikwik","ICICI","HDFC","FAILED","Invalid VPA provided","incorrect_details","E002","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000636","2025-07-22T14:07:25.906476","30267.47","user3623@paytm","merchant335@gpay","AXIS","HDFC","FAILED","Insufficient balance in account","insufficient_funds","E001","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000637","2025-07-11T14:07:25.906476","29864.14","user4211@paytm","merchant488@amazonpay","AXIS","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
